DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-04-02,15:30:00,2471,250000000,3.17,56.3,4.1
2021-07-02,15:30:00,2471,780000000,9.88,63.01,4.1
2021-10-04,15:30:00,2471,1267000000,16.05,69.18,4.1
2021-11-11,15:30:00,2471,,,,6.0
2022-01-13,15:30:00,2471,1881000000,23.81,76.94,
2022-04-04,15:30:00,2471,447000000,5.66,76.6,8.0
2022-07-05,15:30:00,2471,1030000000,13.05,84.43,8.0
2022-10-04,15:30:00,2471,1444000000,18.29,89.73,8.0
2023-01-12,15:30:00,2471,1809000000,22.9,94.14,
2023-04-04,15:30:00,2471,288000000,3.66,89.8,10.0
2023-07-05,15:30:00,2471,1030000000,13.05,99.19,10.0
2023-10-04,15:30:00,2471,1385000000,17.53,103.67,10.0
2024-01-12,15:30:00,2471,2026000000,25.64,111.78,
2024-02-29,15:30:00,2471,1730000000,21.9,107.66,
2024-04-12,15:30:00,2471,261000000,3.3,,10.0
2024-07-12,15:00:00,2471,684000000,8.67,,10.0
2024-10-11,15:30:00,2471,1047000000,13.26,,10.0
2025-01-14,15:30:00,2471,2099000000,26.58,124.51,
2025-04-11,15:30:00,2471,98000000,1.24,,10.0
2025-07-11,15:30:00,2471,410000000,5.23,,10.0
2025-10-14,15:30:00,2471,756000000,9.65,,10.0
2026-01-14,15:30:00,2471,1444000000,18.44,130.77,
