Code,CurFYEn,DiscDate,NxtFYEn,Sales,OP,OdP,NP,EPS,DEPS,TA,Eq,EqAR,BPS,CFO,CFI,CFF,CashEq,DivAnn,FDivAnn,FPayoutRatioAnn,FSales,FOP,FOdP,FNP,FEPS,NxFSales,NxFOP,NxFOdP,NxFNp,NxFEPS
387A,2026-06-30,2026-05-12,,1428000000,41000000,88000000,94000000,55.56,55.04,1774000000,1182000000,0.666,,,,,,,0.0,,2056000000,55000000,100000000,113000000,66.73,,,,,
387A,2026-06-30,2026-08-12,2027-06-30,2009000000,57000000,102000000,132000000,77.93,77.5,1825000000,1220000000,0.669,702.45,-25000000,-527000000,-13000000,789000000,0.0,,,,,,,,,,,,
