DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-09,15:30:00,4681,9669000000,90.32,,25.0
2021-03-16,16:00:00,4681,,,,30.0
2021-05-14,15:00:00,4681,-10213000000,-95.39,1079.4,
2021-08-06,15:00:00,4681,1905000000,17.8,,30.0
2021-11-10,15:20:00,4681,5408000000,50.68,,30.0
2022-02-14,15:00:00,4681,8554000000,80.3,,30.0
2022-05-13,15:20:00,4681,5775000000,54.27,955.07,
2022-08-09,15:20:00,4681,7426000000,69.95,,40.0
2022-11-09,15:40:00,4681,12144000000,114.3,,45.0
2023-02-09,15:20:00,4681,14907000000,140.23,,45.0
2023-05-15,16:00:00,4681,16906000000,158.97,1107.35,
2023-07-14,16:00:00,4681,,,,
2023-08-10,15:00:00,4681,3042000000,28.58,,50.0
2023-11-10,15:40:00,4681,6084000000,57.18,,54.0
2023-11-10,15:40:00,4681,,,,54.0
2024-02-09,15:20:00,4681,9567000000,90.18,,54.0
2024-05-15,15:00:00,4681,15892000000,150.03,1225.46,
2024-08-09,15:00:00,4681,2421000000,22.94,,54.0
2024-11-14,15:00:00,4681,7522000000,71.19,,58.0
2025-02-14,12:00:00,4681,18083000000,171.01,,60.0
2025-05-15,15:40:00,4681,20139000000,95.19,681.32,
2025-08-13,12:00:00,4681,3053000000,14.41,,32.0
2025-11-13,12:00:00,4681,8620000000,40.67,,34.0
