DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-03-16,15:00:00,2678,6150000000,120.31,,44.0
2021-07-02,15:00:00,2678,7758000000,75.83,573.57,
2021-09-16,15:00:00,2678,2153000000,21.01,,30.0
2021-12-16,15:00:00,2678,4546000000,44.37,,30.0
2022-03-15,15:00:00,2678,7131000000,69.72,,30.0
2022-07-01,15:00:00,2678,9206000000,90.83,582.43,
2022-09-15,15:00:00,2678,1891000000,19.41,,32.0
2022-12-15,15:00:00,2678,4481000000,45.99,,32.0
2023-03-15,15:00:00,2678,7093000000,72.79,,32.0
2023-07-04,15:00:00,2678,9787000000,100.43,658.2,
2023-08-02,15:00:00,2678,9787000000,100.43,658.2,
2023-09-15,15:00:00,2678,1729000000,17.74,,36.0
2023-12-15,15:00:00,2678,4637000000,47.58,,36.0
2024-03-15,15:00:00,2678,16146000000,165.62,,36.0
2024-07-03,15:00:00,2678,19139000000,196.47,808.88,
2024-09-13,15:00:00,2678,1544000000,16.08,,38.0
2024-12-13,15:30:00,2678,3739000000,39.1,,38.0
2025-03-18,15:30:00,2678,6110000000,64.12,,38.0
2025-07-04,15:30:00,2678,9068000000,95.45,831.73,
2025-09-16,15:30:00,2678,344000000,3.73,,38.0
