DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-09,15:00:00,7267,444102000000,257.21,,82.0
2021-05-14,17:00:00,7267,657425000000,380.75,5260.06,
2021-08-04,15:00:00,7267,222512000000,128.87,,110.0
2021-11-05,15:00:00,7267,389209000000,225.43,,110.0
2022-02-09,15:00:00,7267,582169000000,337.92,,110.0
2022-05-13,17:00:00,7267,707067000000,411.09,6122.31,
2022-08-10,15:00:00,7267,149219000000,87.23,,120.0
2022-11-09,15:00:00,7267,338514000000,198.08,,120.0
2023-02-10,15:00:00,7267,583169000000,342.38,,120.0
2023-05-11,15:00:00,7267,695267000000,409.87,6746.28,
2023-06-23,15:00:00,7267,651416000000,384.02,6719.93,
2023-08-09,15:00:00,7267,363069000000,219.06,,
2023-11-09,15:00:00,7267,616301000000,124.63,,
2024-02-08,15:00:00,7267,869609000000,176.78,,
2024-05-10,15:00:00,7267,1107174000000,225.88,2629.37,
2024-08-07,15:00:00,7267,394660000000,81.81,,68.0
2024-11-06,13:00:00,7267,494683000000,103.25,,68.0
2025-02-13,15:30:00,7267,805263000000,169.69,,68.0
2025-05-13,15:30:00,7267,835837000000,178.93,2835.96,
2025-08-06,15:30:00,7267,196670000000,46.8,,70.0
2025-11-07,15:30:00,7267,311829000000,76.3,,70.0
