DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-03,15:00:00,8584,,,,
2021-02-03,15:00:00,8584,9169000000,265.28,,90.0
2021-03-23,11:30:00,8584,,,,105.0
2021-05-13,15:30:00,8584,11778000000,340.69,4910.76,
2021-08-05,15:00:00,8584,5074000000,146.68,,125.0
2021-11-02,11:30:00,8584,,,,155.0
2021-09-17,11:30:00,8584,,,,140.0
2021-11-04,15:00:00,8584,9708000000,280.51,,155.0
2022-02-03,16:30:00,8584,15284000000,441.47,,155.0
2022-04-19,15:00:00,8584,,,,160.0
2022-05-12,17:00:00,8584,18316000000,528.97,5386.05,
2022-08-04,15:00:00,8584,6055000000,174.78,,170.0
2022-11-01,11:30:00,8584,,,,185.0
2022-11-04,15:00:00,8584,11108000000,320.53,,185.0
2023-02-02,16:30:00,8584,18125000000,522.95,,185.0
2023-05-12,16:30:00,8584,21651000000,624.6,5883.59,
2023-08-04,15:00:00,8584,7655000000,220.74,,200.0
2023-11-07,15:00:00,8584,,,,210.0
2023-11-07,15:00:00,8584,12310000000,354.92,,210.0
2024-02-06,16:30:00,8584,18158000000,523.45,,210.0
2024-05-15,16:00:00,8584,23770000000,685.13,6637.17,
2024-08-07,15:00:00,8584,6012000000,173.18,,180.0
2024-08-09,15:00:00,8584,6012000000,173.18,,180.0
2024-11-07,15:00:00,8584,11185000000,322.15,,180.0
2025-02-06,15:00:00,8584,16155000000,465.23,,180.0
2025-02-10,15:00:00,8584,16155000000,465.23,,180.0
2025-05-15,15:00:00,8584,18620000000,536.11,7142.2,
2025-08-07,15:00:00,8584,4415000000,127.03,,200.0
2025-11-06,15:00:00,8584,9712000000,271.26,,200.0
