DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-12,15:00:00,6407,2943000000,44.97,,17.0
2021-05-13,15:00:00,6407,5273000000,80.23,1463.15,
2021-08-11,15:00:00,6407,3207000000,48.13,,35.0
2021-11-12,14:20:00,6407,6081000000,91.26,,50.0
2022-02-10,15:00:00,6407,9204000000,138.13,,50.0
2022-05-13,15:15:00,6407,12567000000,188.58,1643.36,
2022-08-10,15:00:00,6407,3133000000,47.0,,78.0
2022-11-11,15:00:00,6407,7039000000,105.56,,84.0
2023-02-10,15:00:00,6407,11228000000,168.39,,84.0
2023-05-12,15:00:00,6407,14788000000,221.76,1794.44,
2023-08-10,15:00:00,6407,1871000000,28.06,,60.0
2023-11-10,15:00:00,6407,3961000000,59.36,,46.0
2024-02-09,15:00:00,6407,6378000000,95.59,,46.0
2024-05-10,15:00:00,6407,8338000000,124.94,1933.58,
2024-08-09,15:00:00,6407,3062000000,45.87,,71.0
2024-11-12,15:40:00,6407,6340000000,94.96,,79.0
2025-02-14,15:30:00,6407,9475000000,141.91,,79.0
2025-05-13,17:20:00,6407,13520000000,202.48,2043.69,
2025-08-08,15:30:00,6407,2477000000,37.09,,80.0
2025-11-14,16:20:00,6407,5376000000,80.48,,67.0
