DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2024-09-13,16:00:00,186A,-8579000000,-80.98,,0.0
2024-12-13,16:00:00,186A,-12946000000,-116.35,,0.0
2025-03-14,16:00:00,186A,-16324000000,-144.33,,0.0
2025-04-22,08:00:00,186A,,,,
2025-05-08,16:30:00,186A,-16324000000,-144.33,,0.0
2025-06-13,16:00:00,186A,-21551000000,-188.91,52.13,
2025-09-12,16:00:00,186A,-1211000000,-9.23,,0.0
2025-12-12,16:00:00,186A,-2661000000,-19.95,,0.0
