DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-09,13:00:00,3402,27899000000,17.43,,9.0
2021-05-13,13:00:00,3402,45794000000,28.61,773.44,
2021-08-04,12:30:00,3402,29729000000,18.57,,16.0
2021-11-02,16:30:00,3402,,,,
2021-11-09,12:30:00,3402,60924000000,38.06,,16.0
2022-02-09,12:30:00,3402,89306000000,55.79,,16.0
2022-05-13,13:00:00,3402,84235000000,52.63,878.1,
2022-08-09,12:30:00,3402,39921000000,24.94,,18.0
2022-11-08,12:30:00,3402,59112000000,36.92,,18.0
2023-02-08,12:30:00,3402,74553000000,46.57,,18.0
2023-05-12,12:30:00,3402,72823000000,45.49,958.78,
2023-08-07,12:30:00,3402,13946000000,8.71,,18.0
2023-11-08,12:30:00,3402,28867000000,18.03,,18.0
2024-02-08,12:30:00,3402,45659000000,28.51,,18.0
2024-05-08,16:30:00,3402,,,,
2024-05-13,12:00:00,3402,21897000000,13.67,1083.91,
2024-08-07,13:00:00,3402,26859000000,16.77,,18.0
2024-11-07,12:30:00,3402,55524000000,34.66,,18.0
2025-02-12,13:00:00,3402,75177000000,47.0,,18.0
2025-05-14,12:30:00,3402,77911000000,48.93,1092.9,
2025-08-08,13:00:00,3402,17151000000,11.16,,20.0
2025-11-14,13:00:00,3402,36935000000,24.23,,20.0
