DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-03-04,15:00:00,8057,1546000000,157.94,,120.0
2021-03-04,15:00:00,8057,,,,120.0
2021-06-01,15:00:00,8057,7229000000,737.92,,120.0
2021-06-01,15:00:00,8057,,,,
2021-08-24,15:00:00,8057,,,,
2021-09-01,15:00:00,8057,6160000000,628.69,4618.16,
2021-12-03,17:00:00,8057,1507000000,153.74,,110.0
2022-03-04,15:00:00,8057,1494000000,152.31,,110.0
2022-06-01,15:00:00,8057,4425000000,450.77,,110.0
2022-06-01,15:00:00,8057,,,,
2022-09-01,15:00:00,8057,4477000000,455.87,4651.01,
2022-12-02,15:00:00,8057,1412000000,143.68,,140.0
2023-03-03,15:00:00,8057,1672000000,170.09,,150.0
2023-03-03,15:00:00,8057,,,,150.0
2023-06-05,15:00:00,8057,5882000000,598.17,,150.0
2023-06-05,15:00:00,8057,,,,
2023-08-31,15:00:00,8057,6366000000,647.35,5275.58,
2023-12-01,15:00:00,8057,2236000000,227.33,,190.0
2024-03-04,15:00:00,8057,2330000000,236.79,,190.0
2024-06-04,15:00:00,8057,6701000000,680.94,,210.0
2024-06-04,15:00:00,8057,,,,210.0
2024-09-03,15:00:00,8057,6996000000,710.86,6519.78,
2024-12-03,15:30:00,8057,1203000000,122.2,,220.0
2025-03-04,15:30:00,8057,2743000000,278.51,,220.0
2025-03-04,15:30:00,8057,,,,
2025-06-02,15:30:00,8057,8394000000,852.08,,220.0
2025-06-02,15:30:00,8057,,,,
2025-09-02,15:30:00,8057,9825000000,997.26,7159.31,
2025-10-14,08:30:00,8057,,,,60.0
2025-12-03,15:30:00,8057,2311000000,234.52,,60.0
