DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-05,15:00:00,8111,9236000000,203.62,,60.0
2021-05-14,11:00:00,8111,10734000000,236.64,1164.16,
2021-08-11,15:00:00,8111,1235000000,27.23,,70.0
2021-11-05,10:00:00,8111,2632000000,58.01,,70.0
2022-02-08,15:00:00,8111,10789000000,237.76,,75.0
2022-04-26,16:00:00,8111,,,,
2022-05-13,10:00:00,8111,14350000000,316.3,1398.56,
2022-08-05,15:00:00,8111,2603000000,57.74,,90.0
2022-08-05,15:00:00,8111,,,,
2022-11-08,10:00:00,8111,5844000000,129.7,,90.0
2023-02-07,15:00:00,8111,16268000000,361.12,,90.0
2023-02-07,15:00:00,8111,,,,
2023-05-12,10:00:00,8111,20977000000,465.69,1774.2,
2023-05-23,15:00:00,8111,20977000000,465.69,1774.2,
2023-08-03,15:00:00,8111,3347000000,74.3,,115.0
2023-11-07,10:00:00,8111,7323000000,162.48,,115.0
2024-02-06,15:00:00,8111,17574000000,389.83,,115.0
2024-05-14,10:00:00,8111,24281000000,539.09,2226.7,
2024-08-06,15:00:00,8111,3660000000,81.47,,163.0
2024-08-06,15:00:00,8111,,,,
2024-11-07,10:00:00,8111,7865000000,174.94,,163.0
2024-11-07,10:00:00,8111,,,,
2025-02-06,15:30:00,8111,17695000000,394.22,,163.0
2025-03-25,17:00:00,8111,,,,
2025-05-14,10:00:00,8111,24444000000,545.97,2489.98,
2025-08-06,15:30:00,8111,3189000000,69.99,,
2025-11-06,10:00:00,8111,6798000000,49.56,,
