DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-01-26,15:00:00,8218,18778000000,377.59,,45.0
2021-04-27,15:25:00,8218,20402000000,410.25,4032.9,
2021-07-27,15:00:00,8218,6992000000,140.61,,46.0
2021-10-26,15:00:00,8218,12029000000,241.88,,46.0
2022-01-25,15:00:00,8218,17137000000,344.57,,46.0
2022-04-26,15:25:00,8218,17897000000,360.22,4363.4,
2022-05-09,15:00:00,8218,17897000000,360.22,4361.66,
2022-07-26,15:00:00,8218,6916000000,141.84,,50.0
2022-10-25,15:00:00,8218,11302000000,232.33,,50.0
2023-01-31,15:00:00,8218,16190000000,332.99,,50.0
2023-01-31,15:00:00,8218,,,,
2023-04-25,15:00:00,8218,17096000000,351.62,4675.08,
2023-07-25,15:00:00,8218,5654000000,117.1,,52.0
2023-10-24,15:00:00,8218,9242000000,192.4,,52.0
2024-01-23,15:00:00,8218,13858000000,288.95,,52.0
2024-04-23,15:00:00,8218,13712000000,286.06,4935.94,
2024-07-23,15:00:00,8218,6562000000,137.75,,54.0
2024-10-22,15:00:00,8218,9562000000,201.29,,54.0
2025-01-29,15:30:00,8218,13341000000,281.08,,54.0
2025-01-29,15:30:00,8218,,,,
2025-04-22,15:50:00,8218,13719000000,289.12,5193.27,
2025-07-22,15:30:00,8218,6882000000,145.08,,56.0
2025-10-28,15:30:00,8218,10360000000,218.29,,56.0
2026-01-27,15:30:00,8218,13926000000,293.87,,56.0
