DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-01-29,13:00:00,1803,55217000000,72.38,,24.0
2021-05-10,13:00:00,1803,77176000000,101.17,1068.74,
2021-07-30,13:00:00,1803,2776000000,3.66,,23.0
2021-11-08,13:00:00,1803,10651000000,14.19,,23.0
2022-01-31,13:00:00,1803,23535000000,31.5,,23.0
2022-04-25,13:00:00,1803,,,,
2022-05-12,13:00:00,1803,47761000000,64.09,1116.89,
2022-07-29,13:00:00,1803,3655000000,4.95,,21.0
2022-11-08,13:00:00,1803,11281000000,15.26,,21.0
2023-01-31,13:00:00,1803,21468000000,29.02,,21.0
2023-04-26,13:00:00,1803,,,,
2023-05-11,13:00:00,1803,49057000000,66.29,1150.7,
2023-07-28,13:00:00,1803,18674000000,25.28,,27.0
2023-11-07,13:00:00,1803,16249000000,22.1,,27.0
2024-02-08,13:00:00,1803,,,,20.0
2024-02-08,13:00:00,1803,-20855000000,-28.51,,20.0
2024-04-24,13:00:00,1803,,,,
2024-05-13,13:00:00,1803,17163000000,23.57,1243.88,
2024-07-30,13:00:00,1803,2408000000,3.41,,23.0
2024-11-12,13:00:00,1803,10676000000,15.2,,35.0
2024-11-12,13:00:00,1803,,,,35.0
2025-01-31,13:00:00,1803,40569000000,57.96,,35.0
2025-04-25,13:00:00,1803,,,,38.0
2025-05-14,15:30:00,1803,66015000000,94.8,1260.48,
2025-07-29,13:00:00,1803,11128000000,16.33,,44.0
2025-11-07,13:00:00,1803,46155000000,67.93,,44.0
