DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-01-29,14:00:00,9044,-778000000,-6.87,,25.0
2021-04-30,13:10:00,9044,-1861000000,-16.44,2176.19,
2021-04-28,15:20:00,9044,,,,
2021-07-30,14:00:00,9044,68000000,0.6,,25.0
2021-10-29,13:30:00,9044,1587000000,14.01,,25.0
2022-01-31,14:00:00,9044,5174000000,45.68,,25.0
2022-03-31,15:00:00,9044,,,,
2022-04-28,13:15:00,9044,4021000000,35.51,2189.38,
2022-08-01,14:00:00,9044,3147000000,27.79,,25.0
2022-10-31,14:00:00,9044,7116000000,62.83,,25.0
2022-10-27,14:00:00,9044,,,,
2023-01-31,14:00:00,9044,11685000000,103.18,,25.0
2023-04-28,13:20:00,9044,14623000000,129.13,2306.15,
2023-04-26,14:00:00,9044,,,,
2023-08-01,14:00:00,9044,4235000000,37.4,,25.0
2023-10-02,14:00:00,9044,,,,
2023-10-31,13:20:00,9044,8867000000,78.32,,25.0
2024-01-31,14:00:00,9044,21904000000,193.45,,25.0
2024-02-28,14:00:00,9044,,,,35.0
2024-04-30,13:20:00,9044,23926000000,211.31,2583.93,
2024-07-31,14:00:00,9044,6718000000,59.33,,35.0
2024-10-30,16:00:00,9044,12550000000,110.84,,35.0
2024-10-29,14:00:00,9044,,,,
2025-01-30,14:00:00,9044,20210000000,178.49,,35.0
2025-03-31,15:30:00,9044,,,,40.0
2025-04-30,14:00:00,9044,22496000000,198.69,2748.6,
2025-07-30,15:30:00,9044,7599000000,67.12,,50.0
2025-10-31,14:00:00,9044,14084000000,125.55,,50.0
