DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-08,15:00:00,1961,2469000000,43.04,,70.0
2021-04-28,15:00:00,1961,,,,
2021-05-14,15:05:00,1961,5901000000,103.12,1611.76,
2021-08-06,15:00:00,1961,-35000000,-0.63,,70.0
2021-11-12,15:00:00,1961,863000000,15.22,,70.0
2022-02-10,15:00:00,1961,3684000000,65.16,,70.0
2022-04-28,15:00:00,1961,,,,
2022-05-13,15:05:00,1961,6489000000,115.13,1685.2,
2022-08-05,15:00:00,1961,-637000000,-11.42,,70.0
2022-11-11,15:00:00,1961,-770000000,-13.79,,70.0
2023-02-10,15:00:00,1961,,,,
2023-02-10,15:00:00,1961,983000000,17.68,,70.0
2023-04-28,15:00:00,1961,,,,
2023-05-12,15:00:00,1961,4750000000,85.8,1666.36,
2023-08-10,15:00:00,1961,339000000,6.23,,70.0
2023-11-10,15:00:00,1961,1409000000,25.87,,70.0
2023-11-10,15:00:00,1961,,,,
2024-02-14,15:00:00,1961,4861000000,89.53,,70.0
2024-04-26,15:00:00,1961,,,,
2024-05-10,15:00:00,1961,8951000000,165.58,1967.03,
2024-08-09,15:00:00,1961,1345000000,25.34,,85.0
2024-11-11,14:00:00,1961,,,,
2024-11-11,14:00:00,1961,4450000000,83.78,,110.0
2025-02-14,14:00:00,1961,10164000000,191.96,,145.0
2025-02-14,14:00:00,1961,,,,
2025-04-30,14:00:00,1961,,,,
2025-05-13,14:00:00,1961,17203000000,326.31,2051.62,
2025-08-08,14:00:00,1961,1806000000,34.88,,165.0
2025-11-14,14:00:00,1961,,,,
2025-11-14,14:00:00,1961,5627000000,108.64,,165.0
