DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-04-08,15:00:00,3382,179262000000,203.03,3022.68,
2021-07-01,15:00:00,3382,,,,100.0
2021-07-08,15:00:00,3382,43018000000,48.72,3153.63,100.0
2021-10-07,15:00:00,3382,106500000000,120.61,3232.1,100.0
2022-01-13,15:00:00,3382,174877000000,198.04,3278.25,100.0
2022-04-07,15:00:00,3382,210774000000,238.68,3375.5,
2022-07-07,15:00:00,3382,65039000000,73.65,3564.32,103.0
2022-10-06,15:00:00,3382,136089000000,154.09,3921.81,103.0
2023-01-12,15:00:00,3382,234708000000,265.75,4128.23,103.0
2023-04-06,15:00:00,3382,280976000000,318.14,3933.93,
2023-07-13,15:00:00,3382,42180000000,47.76,3939.73,113.0
2023-09-01,15:00:00,3382,,,,
2023-10-12,15:00:00,3382,80228000000,90.83,4209.54,113.0
2024-01-11,15:00:00,3382,182162000000,206.23,4361.31,113.0
2024-04-10,15:00:00,3382,224623000000,84.88,1416.94,
2024-04-12,18:00:00,3382,224623000000,84.88,1416.94,
2024-07-11,15:00:00,3382,21388000000,8.2,1468.26,40.0
2024-10-10,15:00:00,3382,52242000000,20.09,1554.73,40.0
2025-01-09,15:30:00,3382,63630000000,24.48,1405.11,40.0
2025-04-09,15:30:00,3382,173068000000,66.62,1553.17,
2025-04-14,08:50:00,3382,173068000000,66.62,1553.17,
2025-07-10,15:30:00,3382,49014000000,18.97,1479.85,50.0
2025-10-09,15:30:00,3382,121802000000,47.83,1453.02,50.0
2026-01-08,15:30:00,3382,198461000000,79.28,1470.94,50.0
