DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-09,15:20:00,1980,5190000000,239.41,3316.7,90.0
2021-05-12,14:00:00,1980,6318000000,291.96,3491.84,
2021-08-06,14:00:00,1980,501000000,23.48,,90.0
2021-11-09,14:00:00,1980,2077000000,97.14,,90.0
2022-02-09,14:00:00,1980,3059000000,143.04,,90.0
2022-05-11,14:00:00,1980,5778000000,270.16,3603.11,
2022-04-26,15:00:00,1980,,,,
2022-08-05,15:00:00,1980,862000000,40.31,,100.0
2022-11-08,14:00:00,1980,3045000000,142.29,,100.0
2022-11-08,14:00:00,1980,,,,
2023-02-08,15:00:00,1980,3999000000,186.86,,100.0
2023-05-11,14:00:00,1980,6626000000,309.56,3841.33,
2023-08-04,15:00:00,1980,755000000,35.27,,
2023-11-09,14:00:00,1980,2411000000,56.29,,
2024-02-08,15:30:00,1980,5115000000,119.41,,
2024-02-08,15:30:00,1980,,,,
2024-03-14,16:30:00,1980,,,,
2024-04-26,14:00:00,1980,,,,
2024-05-09,14:00:00,1980,9087000000,212.1,2187.86,
2024-08-06,13:00:00,1980,1306000000,30.5,,104.0
2024-11-08,14:00:00,1980,,,,123.0
2024-11-08,14:00:00,1980,5454000000,127.24,,123.0
2025-02-07,13:00:00,1980,,,,150.0
2025-02-07,13:00:00,1980,12088000000,281.94,,150.0
2025-04-25,14:00:00,1980,,,,161.0
2025-05-09,13:00:00,1980,17443000000,406.82,2495.45,
2025-08-08,13:00:00,1980,6885000000,160.53,,165.0
2025-11-07,13:00:00,1980,12520000000,291.44,,
