DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-01-27,15:00:00,3099,-34759000000,-91.39,,9.0
2021-04-27,15:00:00,3099,,,,
2021-05-12,15:00:00,3099,-41078000000,-107.96,1317.23,
2021-07-29,15:00:00,3099,-8673000000,-22.76,,10.0
2021-11-10,15:00:00,3099,-8136000000,-21.35,,10.0
2022-02-01,15:00:00,3099,923000000,2.42,,10.0
2022-04-26,15:00:00,3099,,,,
2022-05-13,15:02:00,3099,12338000000,32.36,1341.41,
2022-08-01,15:00:00,3099,5652000000,14.82,,12.0
2022-11-11,15:00:00,3099,7766000000,20.35,,12.0
2023-02-03,15:00:00,3099,19562000000,51.26,,12.0
2023-05-09,15:00:00,3099,32377000000,84.82,1430.07,
2023-08-03,15:00:00,3099,6805000000,17.82,,16.0
2023-11-10,15:00:00,3099,14865000000,38.92,,24.0
2024-02-02,15:00:00,3099,31108000000,81.43,,32.0
2024-05-14,15:00:00,3099,55580000000,145.79,1582.36,
2024-08-09,15:00:00,3099,13702000000,36.55,,48.0
2024-11-13,15:30:00,3099,25394000000,67.94,,48.0
2025-02-04,15:30:00,3099,46479000000,124.86,,48.0
2025-05-13,15:30:00,3099,52814000000,142.42,1646.23,
2025-08-08,15:30:00,3099,18838000000,51.86,,60.0
2025-11-13,15:30:00,3099,29373000000,81.75,,65.0
