DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-03,14:00:00,2281,11680000000,232.45,,60.0
2021-04-22,15:00:00,2281,,,,
2021-05-10,14:00:00,2281,14165000000,281.9,2062.41,
2021-08-02,14:00:00,2281,2972000000,59.16,,65.0
2021-11-01,14:00:00,2281,5288000000,105.24,,65.0
2022-02-02,14:00:00,2281,7735000000,153.95,,65.0
2022-04-26,15:00:00,2281,,,,
2022-05-09,14:00:00,2281,9718000000,193.41,2226.09,
2022-05-20,14:00:00,2281,9718000000,193.41,2226.09,
2022-08-01,14:00:00,2281,2242000000,44.62,,65.0
2022-10-21,15:00:00,2281,,,,
2022-10-31,14:00:00,2281,3689000000,73.43,,65.0
2023-02-06,14:00:00,2281,5866000000,116.75,,65.0
2023-04-21,15:00:00,2281,,,,
2023-05-08,14:00:00,2281,4505000000,89.66,2252.09,
2023-07-31,14:00:00,2281,2218000000,44.15,,65.0
2023-10-20,15:00:00,2281,,,,
2023-10-31,14:00:00,2281,3861000000,76.85,,65.0
2024-02-05,14:00:00,2281,6202000000,123.42,,65.0
2024-04-22,15:00:00,2281,,,,
2024-05-07,15:00:00,2281,7489000000,149.03,2374.23,
2024-07-31,15:00:00,2281,2204000000,43.87,,80.0
2024-11-05,15:30:00,2281,4258000000,84.73,,80.0
2025-02-03,15:30:00,2281,5878000000,116.97,,80.0
2025-05-07,15:30:00,2281,7076000000,140.79,2375.15,
2025-07-31,15:30:00,2281,1790000000,35.63,,80.0
2025-10-31,15:30:00,2281,3150000000,62.68,,80.0
