DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-05,15:00:00,5401,-123800000000,-134.45,,10.0
2021-02-05,15:00:00,5401,,,,
2021-05-07,13:30:00,5401,-32432000000,-35.22,2997.53,
2021-08-03,15:00:00,5401,,,,
2021-08-03,15:00:00,5401,162129000000,176.08,,
2021-11-02,15:00:00,5401,,,,
2021-11-02,15:00:00,5401,298727000000,324.43,,
2022-02-03,15:00:00,5401,507894000000,551.6,,140.0
2022-05-10,15:00:00,5401,637321000000,692.16,3764.69,
2022-08-04,15:00:00,5401,230972000000,250.82,,
2022-08-04,15:00:00,5401,,,,
2022-11-01,15:00:00,5401,372372000000,404.37,,
2023-02-09,15:00:00,5401,517144000000,561.58,,180.0
2023-05-10,14:00:00,5401,694016000000,753.66,4540.59,
2023-08-04,15:00:00,5401,177064000000,192.28,,150.0
2023-08-04,15:00:00,5401,,,,
2023-11-01,15:00:00,5401,300235000000,326.04,,150.0
2024-02-07,15:00:00,5401,440914000000,478.82,,160.0
2024-05-09,15:00:00,5401,549372000000,596.59,5187.32,
2024-08-01,15:00:00,5401,157559000000,169.32,,160.0
2024-08-01,15:00:00,5401,,,,
2024-11-07,15:30:00,5401,243347000000,254.13,,160.0
2024-11-07,15:30:00,5401,,,,
2025-02-06,15:30:00,5401,362077000000,368.01,,160.0
2025-05-09,15:30:00,5401,350227000000,350.92,5150.56,
2025-08-01,15:30:00,5401,-195833000000,-187.36,,
2025-08-01,15:30:00,5401,,,,
2025-11-05,15:00:00,5401,-113380000000,-21.69,,
