DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-03,13:00:00,7988,10000000000,98.4,1634.4,53.0
2021-05-13,13:00:00,7988,18402000000,181.09,1737.8,
2021-07-30,13:00:00,7988,6103000000,60.1,1824.41,62.0
2021-10-29,15:00:00,7988,11890000000,117.19,1883.47,62.0
2022-02-03,13:00:00,7988,16563000000,163.64,1878.04,62.0
2022-05-13,13:00:00,7988,22959000000,227.27,1978.36,
2022-07-29,13:00:00,7988,8035000000,80.22,2094.06,62.0
2022-10-28,13:00:00,7988,13840000000,138.1,2235.11,62.0
2023-02-03,13:00:00,7988,18530000000,184.87,2258.89,62.0
2023-03-15,15:00:00,7988,,,,64.0
2023-05-12,13:00:00,7988,21170000000,211.28,2237.06,
2023-07-31,13:00:00,7988,9728000000,97.5,2311.19,64.0
2023-10-31,13:00:00,7988,17335000000,173.71,2496.47,64.0
2024-02-05,13:00:00,7988,23408000000,234.82,2540.23,64.0
2024-03-12,13:00:00,7988,,,,
2024-05-13,13:00:00,7988,18252000000,183.26,2455.97,
2024-07-31,13:00:00,7988,8842000000,89.97,2559.68,70.0
2024-10-31,13:00:00,7988,15396000000,157.22,2699.18,70.0
2025-02-04,13:00:00,7988,27919000000,286.66,2627.41,75.0
2025-05-12,13:00:00,7988,44767000000,461.95,2888.37,
2025-07-31,13:00:00,7988,9831000000,103.28,2860.77,80.0
2025-10-31,13:00:00,7988,18486000000,194.52,2950.59,80.0
