DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-05,15:00:00,8022,1937000000,75.97,,50.0
2021-04-22,15:00:00,8022,,,,
2021-05-12,15:00:00,8022,3748000000,146.93,4062.54,
2021-08-06,15:00:00,8022,2748000000,107.58,,50.0
2021-11-10,15:00:00,8022,4284000000,167.7,,50.0
2022-02-08,15:00:00,8022,6098000000,238.67,,60.0
2022-05-12,15:00:00,8022,7717000000,302.02,4382.13,
2022-08-09,15:00:00,8022,3505000000,137.19,,60.0
2022-11-09,15:00:00,8022,6429000000,251.55,,60.0
2023-02-08,15:00:00,8022,7822000000,306.06,,70.0
2023-05-12,15:00:00,8022,9910000000,387.71,4840.37,
2023-08-08,15:00:00,8022,4670000000,182.72,,70.0
2023-11-09,15:00:00,8022,7782000000,304.38,,70.0
2024-02-08,15:00:00,8022,11322000000,442.84,,120.0
2024-05-10,15:00:00,8022,14311000000,559.71,5531.81,
2024-08-09,15:00:00,8022,5135000000,200.85,,120.0
2024-11-08,15:30:00,8022,8097000000,316.62,,120.0
2025-02-07,13:00:00,8022,12609000000,493.0,,150.0
2025-05-13,13:00:00,8022,15243000000,595.97,6112.3,
2025-08-07,13:00:00,8022,4880000000,63.6,,50.0
2025-11-07,13:00:00,8022,9876000000,128.68,,50.0
