DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-04,15:30:00,5991,76000000,0.33,,
2021-04-28,15:10:00,5991,,,,17.0
2021-05-14,15:30:00,5991,9396000000,40.45,1245.48,
2021-08-05,15:30:00,5991,5621000000,24.65,,
2021-11-10,15:30:00,5991,8414000000,36.9,,24.0
2022-02-07,15:30:00,5991,14197000000,62.26,,24.0
2022-05-13,15:30:00,5991,31998000000,140.33,1414.87,
2022-08-04,15:30:00,5991,8591000000,37.68,,
2022-11-10,15:30:00,5991,19871000000,87.15,,32.0
2023-02-09,15:30:00,5991,23681000000,103.86,,32.0
2023-05-15,15:30:00,5991,21537000000,94.5,1541.7,
2023-08-10,15:30:00,5991,7151000000,31.57,,34.0
2023-11-13,15:30:00,5991,14351000000,63.36,,34.0
2024-02-13,15:30:00,5991,20981000000,92.62,,40.0
2024-05-15,15:30:00,5991,39188000000,173.27,1828.86,
2024-08-07,15:30:00,5991,15058000000,69.37,,63.0
2024-11-13,15:30:00,5991,21545000000,99.77,,63.0
2025-02-12,15:30:00,5991,29863000000,138.6,,63.0
2025-05-14,15:30:00,5991,48167000000,224.73,1999.16,
2025-08-06,15:30:00,5991,8976000000,44.24,,66.0
2025-11-12,15:30:00,5991,13906000000,68.58,,66.0
