DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-05-19,15:00:00,8958,2351000000,2444,100641,
2021-11-16,15:00:00,8958,2352000000,2446,100642,
2022-03-01,17:15:00,8958,,,,
2022-05-19,15:00:00,8958,2254000000,2358,100325,
2022-10-24,15:40:00,8958,,,,
2022-11-17,16:30:00,8958,2292000000,2415,100330,
2023-05-18,15:00:00,8958,2923000000,2935,101141,
2023-11-16,16:00:00,8958,3353000000,3279,101560,
2024-05-16,15:30:00,8958,3360000000,3285,101807,
2024-09-02,15:30:00,8958,,,,
2024-09-27,16:30:00,8958,,,,
2024-11-19,15:30:00,8958,2816000000,2774,101602,
2025-01-17,15:30:00,8958,,,,
2025-02-28,16:30:00,8958,,,,
2025-03-21,15:30:00,8958,,,,
2025-05-21,15:30:00,8958,3812000000,3802,102827,
2025-09-16,15:30:00,8958,,,,
2025-10-30,15:30:00,8958,,,,
2025-11-19,15:30:00,8958,4613000000,4704,102960,
2025-11-28,15:30:00,8958,,,,
