DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-04-14,15:30:00,3543,3590000000,77.89,754.27,
2021-07-14,15:30:00,3543,1347000000,29.23,,51.0
2021-10-13,15:30:00,3543,2556000000,55.47,,51.0
2022-01-12,15:30:00,3543,3943000000,85.54,,51.0
2022-04-13,15:30:00,3543,4934000000,107.02,813.77,
2022-04-14,11:00:00,3543,4934000000,107.02,813.77,
2022-07-13,15:30:00,3543,1296000000,28.11,,52.0
2022-10-12,15:30:00,3543,2585000000,56.06,,52.0
2023-01-13,15:30:00,3543,3953000000,85.7,,52.0
2023-04-12,15:30:00,3543,5424000000,117.6,878.23,
2023-07-12,15:30:00,3543,1528000000,33.14,,53.0
2023-10-11,15:30:00,3543,2918000000,63.49,,53.0
2024-01-12,15:30:00,3543,4492000000,97.83,,53.0
2024-04-10,15:30:00,3543,5972000000,130.12,940.67,
2024-07-10,15:30:00,3543,1437000000,31.43,,54.0
2024-10-09,15:30:00,3543,2992000000,65.61,,54.0
2025-01-10,15:30:00,3543,4428000000,97.19,,54.0
2025-04-09,15:30:00,3543,5814000000,127.66,1002.77,
2025-07-11,15:30:00,3543,1535000000,33.75,,60.0
2025-10-08,15:30:00,3543,3173000000,69.74,,60.0
2026-01-14,15:30:00,3543,4711000000,103.53,,60.0
