DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-05,15:30:00,3107,16369000000,851.29,,200.0
2021-03-12,13:30:00,3107,,,,300.0
2021-05-13,13:00:00,3107,25715000000,267.47,1334.35,
2021-08-05,13:30:00,3107,3114000000,32.45,,60.0
2021-11-09,13:30:00,3107,7015000000,73.36,,60.0
2022-02-08,13:30:00,3107,10478000000,109.78,,60.0
2022-04-15,17:30:00,3107,,,,
2022-05-12,15:30:00,3107,16988000000,178.14,1422.2,
2022-08-05,15:30:00,3107,3146000000,33.15,,60.0
2022-11-09,15:30:00,3107,7670000000,81.17,,60.0
2023-02-08,15:30:00,3107,12398000000,131.67,,62.0
2023-05-15,15:30:00,3107,19059000000,202.79,1529.95,
2023-08-04,15:30:00,3107,3442000000,36.83,,64.0
2023-11-09,15:30:00,3107,8526000000,91.23,,64.0
2023-11-22,15:30:00,3107,,,,
2024-02-08,15:30:00,3107,-4198000000,-44.92,,64.0
2024-03-28,15:00:00,3107,,,,
2024-05-09,15:00:00,3107,4283000000,45.82,1518.56,
2024-08-02,15:00:00,3107,3079000000,33.06,,70.0
2024-11-06,15:30:00,3107,9474000000,102.52,,90.0
2025-02-07,15:30:00,3107,15377000000,167.74,,90.0
2025-05-14,15:35:00,3107,24751000000,271.37,1693.24,
2025-08-05,15:30:00,3107,7195000000,80.19,,100.0
2025-11-06,15:30:00,3107,15736000000,176.04,,100.0
