DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-15,15:30:00,8179,-27532000000,-737.44,559.62,
2021-02-15,15:30:00,8179,,,,
2021-05-14,15:30:00,8179,-2474000000,-63.76,,
2021-08-13,15:30:00,8179,-3168000000,-80.23,,
2021-11-12,15:30:00,8179,-4437000000,-111.72,,
2022-02-04,15:30:00,8179,,,,
2022-02-14,15:30:00,8179,-2873000000,-68.6,640.47,
2022-05-13,15:30:00,8179,-1058000000,-25.6,,
2022-08-05,15:30:00,8179,,,,
2022-08-10,15:30:00,8179,-668000000,-18.52,,
2022-11-10,15:30:00,8179,294000000,1.79,,
2023-02-03,15:30:00,8179,,,,10.0
2023-02-14,15:30:00,8179,2754000000,52.86,833.31,
2023-05-11,15:30:00,8179,975000000,18.53,,15.0
2023-08-04,15:30:00,8179,,,,18.0
2023-08-08,15:30:00,8179,1481000000,27.52,,18.0
2023-11-13,15:30:00,8179,3077000000,58.65,,18.0
2024-02-14,15:30:00,8179,4035000000,76.82,905.66,
2024-05-10,15:30:00,8179,1526000000,31.02,,28.0
2024-08-01,15:30:00,8179,,,,
2024-08-07,15:30:00,8179,2968000000,60.32,,28.0
2024-11-11,15:30:00,8179,4412000000,89.66,,28.0
2025-02-14,15:30:00,8179,5926000000,120.4,1020.67,
2025-05-09,15:30:00,8179,959000000,19.48,,32.0
2025-08-01,15:30:00,8179,,,,
2025-08-05,15:30:00,8179,1986000000,40.35,,32.0
2025-11-13,15:30:00,8179,3475000000,70.59,,32.0
