DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-09,15:00:00,8117,2608000000,142.48,1744.22,56.0
2021-05-14,14:20:00,8117,3864000000,211.01,1828.71,
2021-08-05,15:00:00,8117,1152000000,62.9,1855.99,64.0
2021-11-10,14:20:00,8117,2294000000,125.21,1928.74,66.0
2022-02-08,15:00:00,8117,3430000000,187.13,1947.35,66.0
2022-05-13,14:20:00,8117,4689000000,255.79,2005.56,
2022-08-03,15:00:00,8117,1037000000,56.55,2024.52,74.0
2022-11-11,14:20:00,8117,2564000000,139.7,2108.95,76.0
2023-02-10,15:00:00,8117,4213000000,229.49,2164.11,76.0
2023-05-12,14:20:00,8117,6292000000,342.62,2281.23,
2023-08-02,15:00:00,8117,1809000000,98.43,2355.94,96.0
2023-11-10,14:20:00,8117,3865000000,210.26,2495.36,108.0
2023-11-10,14:20:00,8117,,,,108.0
2024-02-09,15:00:00,8117,5959000000,324.07,2542.91,108.0
2024-05-14,14:20:00,8117,7924000000,430.86,2713.11,
2024-06-27,15:00:00,8117,7924000000,430.86,2713.11,
2024-08-06,15:00:00,8117,1830000000,99.47,2731.26,135.0
2024-11-14,14:20:00,8117,4171000000,226.66,2845.38,138.0
2025-02-12,15:00:00,8117,6456000000,350.83,2912.92,138.0
2025-05-15,14:20:00,8117,8681000000,157.23,1008.52,
2025-08-05,15:00:00,8117,1963000000,35.55,1010.59,56.0
2025-11-13,14:20:00,8117,4717000000,85.41,1073.07,57.0
