DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-10,18:45:00,6890,,,,26.0
2021-02-12,15:30:00,6890,6510000000,175.31,1668.81,26.0
2021-05-14,15:30:00,6890,7371000000,198.44,1803.03,
2021-06-02,15:30:00,6890,,,,
2021-06-08,15:30:00,6890,8280000000,222.93,1803.03,
2021-08-13,15:30:00,6890,9078000000,243.85,2288.12,46.0
2021-11-12,15:30:00,6890,17268000000,460.57,2521.86,46.0
2021-11-12,15:30:00,6890,,,,
2022-02-14,15:30:00,6890,21445000000,558.42,2738.92,46.0
2022-05-16,15:30:00,6890,26659000000,668.06,2940.93,
2022-08-12,15:30:00,6890,7355000000,164.78,3393.73,70.0
2022-11-14,15:30:00,6890,15979000000,352.88,3742.56,100.0
2023-02-14,15:30:00,6890,23737000000,518.21,4083.88,100.0
2023-05-15,15:30:00,6890,,,,105.0
2023-05-15,15:30:00,6890,29702000000,644.81,3916.07,
2023-08-14,15:30:00,6890,4346000000,92.64,4026.68,100.0
2023-11-14,15:30:00,6890,8390000000,178.78,4255.4,100.0
2024-02-14,15:30:00,6890,13464000000,286.76,4457.19,100.0
2024-05-15,15:30:00,6890,15154000000,322.65,4348.01,
2024-08-14,15:45:00,6890,4849000000,103.16,4635.52,100.0
2024-11-14,15:30:00,6890,9190000000,195.47,5059.77,110.0
2025-02-14,15:30:00,6890,12612000000,268.27,4617.45,110.0
2025-03-19,16:00:00,6890,,,,140.0
2025-05-15,15:30:00,6890,15692000000,334.13,5058.27,
2025-08-14,15:30:00,6890,2674000000,57.13,4769.07,148.0
2025-11-14,15:30:00,6890,6308000000,134.73,4734.0,148.0
