DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2024-09-12,15:00:00,215A,1466000000,15.42,,0.0
2024-12-12,15:30:00,215A,2797000000,29.31,93.47,
2025-03-13,15:30:00,215A,1308000000,13.44,,0.0
2025-06-12,15:30:00,215A,2564000000,26.08,,0.0
2025-09-11,15:30:00,215A,3821000000,38.66,,0.0
2025-12-11,15:30:00,215A,5310000000,53.53,144.74,
2025-12-22,15:30:00,215A,,,,
