DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-01-26,15:30:00,7970,3477000000,43.0,,20.0
2021-04-27,15:30:00,7970,4536000000,56.09,1067.58,
2021-07-26,15:30:00,7970,1813000000,22.41,,22.0
2021-10-26,15:30:00,7970,3489000000,43.13,,24.0
2022-01-26,15:30:00,7970,5647000000,69.9,,24.0
2022-04-26,15:30:00,7970,6308000000,78.15,1166.23,
2022-07-26,15:30:00,7970,2703000000,33.53,,36.0
2022-10-26,15:30:00,7970,5033000000,62.42,,36.0
2023-01-25,15:30:00,7970,7633000000,94.62,,36.0
2023-04-26,15:30:00,7970,8529000000,105.68,1294.09,
2023-07-26,15:30:00,7970,2300000000,28.41,,44.0
2023-10-26,15:30:00,7970,4617000000,57.01,,44.0
2024-01-25,15:30:00,7970,6850000000,84.69,,44.0
2024-04-24,15:30:00,7970,8674000000,107.31,1394.32,
2024-07-25,15:30:00,7970,2265000000,28.05,,48.0
2024-10-24,15:30:00,7970,4589000000,56.81,,50.0
2025-01-28,15:30:00,7970,7332000000,90.89,,50.0
2025-04-24,15:30:00,7970,9430000000,116.99,1525.86,
2025-07-23,15:30:00,7970,3109000000,38.65,,56.0
2025-10-23,15:30:00,7970,5483000000,68.12,,60.0
