DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-12,14:00:00,4045,8142000000,62.43,1505.69,
2021-04-28,14:00:00,4045,3656000000,28.54,,30.0
2021-06-28,14:15:00,4045,,,,
2021-07-30,14:00:00,4045,7015000000,54.76,,34.0
2021-10-29,14:00:00,4045,10661000000,83.35,,34.0
2022-02-10,14:00:00,4045,13771000000,108.14,1613.9,
2022-01-31,16:00:00,4045,,,,36.0
2022-04-28,14:00:00,4045,4015000000,32.17,,36.0
2022-07-29,14:00:00,4045,7391000000,59.36,,36.0
2022-10-31,14:00:00,4045,10294000000,83.05,,36.0
2023-02-10,14:00:00,4045,12494000000,101.31,1700.75,
2023-04-28,14:00:00,4045,2185000000,18.18,,36.0
2023-07-31,14:00:00,4045,5469000000,45.71,,40.0
2023-10-31,14:00:00,4045,8175000000,68.66,,40.0
2024-01-31,14:30:00,4045,,,,53.0
2024-02-13,14:00:00,4045,12179000000,102.78,1816.1,
2024-04-26,14:00:00,4045,2717000000,23.6,,58.0
2024-07-31,14:00:00,4045,7041000000,61.52,,60.0
2024-10-31,14:00:00,4045,10506000000,92.15,,60.0
2025-02-13,14:00:00,4045,11877000000,104.56,1897.6,
2025-04-28,14:00:00,4045,2000000000,18.01,,65.0
2025-07-31,14:00:00,4045,5715000000,51.76,,65.0
2025-10-31,14:00:00,4045,8002000000,72.99,,65.0
