DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-02,13:20:00,5482,857000000,43.52,,15.0
2021-02-02,13:20:00,5482,,,,15.0
2021-03-23,11:00:00,5482,,,,35.0
2021-04-28,13:20:00,5482,3049000000,154.82,8259.46,
2021-05-31,12:00:00,5482,3049000000,154.82,8619.39,
2021-07-30,14:40:00,5482,,,,45.0
2021-07-30,14:40:00,5482,1195000000,60.68,,45.0
2021-10-29,14:40:00,5482,1210000000,61.41,,45.0
2022-02-02,14:40:00,5482,1151000000,58.44,,45.0
2022-03-22,15:00:00,5482,,,,30.0
2022-04-28,14:40:00,5482,933000000,47.38,8928.03,
2022-06-22,14:00:00,5482,1089000000,55.29,10224.55,
2022-07-29,14:40:00,5482,-547000000,-27.79,,
2022-10-28,14:40:00,5482,223000000,11.33,,30.0
2023-02-03,14:40:00,5482,213000000,10.83,,
2023-04-27,14:40:00,5482,1610000000,81.65,10328.55,
2023-07-28,14:40:00,5482,2277000000,115.43,,80.0
2023-10-31,14:40:00,5482,3254000000,164.91,,80.0
2024-02-02,14:40:00,5482,6113000000,309.77,,80.0
2024-04-26,14:40:00,5482,6593000000,334.03,12712.37,
2024-07-31,14:40:00,5482,1122000000,56.87,,70.0
2024-10-31,14:40:00,5482,1683000000,85.23,,140.0
2025-01-31,14:40:00,5482,5658000000,286.56,,140.0
2025-04-25,14:40:00,5482,7820000000,398.02,12142.53,
2025-05-15,16:30:00,5482,,,,115.5
2025-07-31,14:40:00,5482,3568000000,50.83,,134.0
2025-10-31,14:40:00,5482,5605000000,82.98,,138.0
