DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-05,15:00:00,6371,5120000000,138.33,,60.0
2021-05-11,15:00:00,6371,8706000000,235.23,5019.35,
2021-07-30,15:00:00,6371,3439000000,92.91,,110.0
2021-10-29,15:00:00,6371,6624000000,178.96,,110.0
2022-02-04,15:00:00,6371,10619000000,286.87,,110.0
2022-05-11,16:00:00,6371,14543000000,392.88,5612.28,
2022-07-29,15:00:00,6371,3753000000,101.38,,130.0
2022-10-31,15:00:00,6371,6756000000,182.49,,130.0
2023-02-03,15:00:00,6371,10921000000,294.96,,130.0
2023-05-11,16:00:00,6371,13742000000,371.12,6059.46,
2023-07-28,15:00:00,6371,3222000000,87.24,,130.0
2023-10-31,15:00:00,6371,7300000000,199.14,,130.0
2024-02-06,15:00:00,6371,11964000000,328.75,,160.0
2024-05-14,16:25:00,6371,18551000000,511.65,7207.24,
2024-07-26,15:00:00,6371,6383000000,178.82,,
2024-10-31,15:00:00,6371,10014000000,94.96,,
2025-02-07,15:30:00,6371,14952000000,143.06,,
2025-05-14,16:00:00,6371,22122000000,212.65,2533.14,
2025-07-30,15:30:00,6371,4496000000,44.17,,80.0
2025-10-31,15:30:00,6371,9921000000,99.12,,80.0
