DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-04,15:00:00,6845,11695000000,83.83,,50.0
2021-05-14,15:00:00,6845,19918000000,142.77,1420.52,
2021-08-05,15:00:00,6845,2029000000,14.58,,60.0
2021-11-02,15:00:00,6845,6917000000,49.98,,60.0
2022-02-03,15:00:00,6845,11971000000,86.74,,60.0
2022-05-13,15:00:00,6845,20784000000,150.79,1459.08,
2022-08-04,15:00:00,6845,2071000000,15.19,,65.0
2022-11-08,15:00:00,6845,6050000000,44.77,,65.0
2023-02-07,15:00:00,6845,10539000000,78.32,,65.0
2023-05-12,15:00:00,6845,22602000000,168.27,1518.01,
2023-08-08,15:00:00,6845,3710000000,27.81,,73.0
2023-09-29,15:00:00,6845,,,,
2023-11-07,15:00:00,6845,11937000000,89.89,,73.0
2024-02-08,15:00:00,6845,19171000000,144.78,,73.0
2024-05-13,15:00:00,6845,30207000000,228.39,1680.37,
2024-08-07,15:00:00,6845,4880000000,37.01,,
2024-10-15,15:00:00,6845,,,,
2024-11-08,15:30:00,6845,10944000000,20.74,,
2025-02-06,15:30:00,6845,28695000000,54.42,,
2025-05-13,15:30:00,6845,40955000000,77.96,459.01,
2025-08-05,15:30:00,6845,5185000000,10.08,,26.0
2025-10-30,15:30:00,6845,,,,
2025-11-05,15:30:00,6845,13463000000,26.37,,26.0
