DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2024-05-14,15:00:00,141A,9494000000,96.72,,15.0
2024-08-13,15:00:00,141A,11439000000,109.77,948.64,
2024-11-13,15:30:00,141A,3160000000,25.91,,16.0
2025-02-13,15:30:00,141A,6132000000,50.27,,16.0
2025-05-14,15:30:00,141A,8374000000,68.61,,16.0
2025-08-13,15:30:00,141A,11752000000,96.23,1031.3,
2025-11-13,15:30:00,141A,-979000000,-8.01,,16.0
