DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-03-17,15:00:00,8967,4120000000,4552,148950,
2021-09-14,15:00:00,8967,3913000000,4323,148487,
2022-02-09,15:30:00,8967,,,,
2022-03-16,15:00:00,8967,4408000000,4871,148631,
2022-09-13,16:30:00,8967,4627000000,4971,153185,
2023-03-14,15:00:00,8967,4889000000,5235,153562,
2023-09-13,15:00:00,8967,4810000000,5150,153419,
2024-03-15,16:00:00,8967,4861000000,5209,153004,
2024-09-11,15:00:00,8967,5320000000,5716,153582,
2024-12-26,15:30:00,8967,,,,
2025-01-16,15:30:00,8967,,,,
2025-03-12,15:30:00,8967,5404000000,1943,50988,
2025-09-12,15:30:00,8967,6099000000,2214,51105,
2025-12-12,15:30:00,8967,,,,
