DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-01-29,15:30:00,8572,66188000000,42.25,,6.0
2021-05-13,15:30:00,8572,78864000000,50.34,310.02,
2021-05-31,19:00:00,8572,78864000000,50.34,310.02,
2021-07-29,15:30:00,8572,19921000000,12.72,,6.0
2021-11-09,15:30:00,8572,39147000000,24.99,,6.0
2022-01-31,15:30:00,8572,46584000000,29.74,,6.0
2022-04-20,15:30:00,8572,,,,7.0
2022-05-13,15:30:00,8572,55678000000,35.54,339.51,
2022-07-28,15:30:00,8572,16594000000,10.59,,10.0
2022-11-08,15:30:00,8572,33016000000,21.08,,10.0
2023-01-31,15:30:00,8572,44333000000,28.3,,10.0
2023-05-11,15:30:00,8572,54926000000,35.06,370.92,
2023-07-28,15:30:00,8572,13776000000,8.79,,12.0
2023-11-09,15:30:00,8572,27287000000,17.42,,12.0
2023-11-09,15:30:00,8572,,,,
2024-01-31,15:30:00,8572,41717000000,26.63,,12.0
2024-05-13,15:30:00,8572,53091000000,33.89,400.87,
2024-07-29,15:30:00,8572,13632000000,8.7,,14.0
2024-11-11,15:30:00,8572,29859000000,19.06,,14.0
2025-01-31,15:30:00,8572,46915000000,29.95,,14.0
2025-04-21,17:00:00,8572,,,,
2025-05-12,15:30:00,8572,32124000000,20.51,417.18,
2025-07-29,15:30:00,8572,34119000000,21.78,,20.0
2025-11-11,15:30:00,8572,50978000000,32.54,,20.0
