DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-10,15:00:00,9989,20725000000,177.29,,70.0
2021-05-14,15:00:00,9989,25329000000,216.68,1754.32,
2021-08-12,15:00:00,9989,6801000000,58.18,,70.0
2021-11-12,15:00:00,9989,12455000000,106.54,,70.0
2022-02-14,15:00:00,9989,19004000000,162.55,,70.0
2022-05-13,15:00:00,9989,23855000000,204.03,1886.41,
2022-05-26,15:00:00,9989,23853000000,204.02,1886.4,
2022-08-12,15:00:00,9989,6298000000,53.87,,100.0
2022-11-14,15:00:00,9989,12722000000,108.81,,100.0
2023-02-14,15:00:00,9989,20364000000,174.17,,100.0
2023-05-15,15:00:00,9989,25703000000,219.83,2020.97,
2023-08-10,15:00:00,9989,6900000000,59.02,,114.0
2023-11-14,15:00:00,9989,14054000000,120.2,,114.0
2024-02-14,15:00:00,9989,22781000000,194.82,,114.0
2024-05-15,15:00:00,9989,29126000000,249.07,2164.06,
2024-08-14,15:00:00,9989,7290000000,62.33,,130.0
2024-11-14,15:30:00,9989,14270000000,122.02,,130.0
2025-02-14,15:00:00,9989,23830000000,203.75,,130.0
2025-05-15,15:00:00,9989,30750000000,262.91,2305.89,
2025-08-14,15:30:00,9989,7944000000,67.92,,131.0
2025-09-05,15:30:00,9989,,,,
2025-11-14,15:30:00,9989,15269000000,130.54,,131.0
