DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-10,16:00:00,5021,16490000000,196.87,,80.0
2021-05-13,16:00:00,5021,85910000000,1025.86,3882.72,
2021-08-05,16:00:00,5021,27914000000,333.55,,80.0
2021-11-09,16:00:00,5021,51996000000,621.11,,100.0
2022-02-10,16:00:00,5021,79901000000,954.28,,100.0
2022-05-12,16:00:00,5021,138890000000,1658.64,5446.39,
2022-08-10,16:00:00,5021,77566000000,938.26,,150.0
2022-11-10,16:00:00,5021,94885000000,1165.85,,150.0
2023-02-09,16:00:00,5021,62116000000,751.5,,150.0
2023-05-11,16:00:00,5021,67935000000,811.15,6042.41,
2023-08-10,16:00:00,5021,-7248000000,-83.05,,250.0
2023-11-08,16:00:00,5021,36084000000,412.98,,300.0
2024-02-08,16:00:00,5021,45841000000,524.26,,300.0
2024-05-09,16:00:00,5021,82060000000,938.11,6856.2,
2024-08-09,16:30:00,5021,24697000000,282.35,,300.0
2024-11-12,16:00:00,5021,20639000000,237.17,,300.0
2025-02-06,16:00:00,5021,43251000000,500.56,,330.0
2025-05-13,16:00:00,5021,57671000000,672.78,7075.39,
2025-07-22,16:00:00,5021,,,,
2025-08-07,16:00:00,5021,-2025000000,-24.66,,
2025-11-11,16:00:00,5021,23631000000,143.93,,
