DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-10,15:30:00,4966,4916000000,555.66,7548.28,160.0
2021-05-14,13:20:00,4966,7128000000,805.78,7858.82,
2021-08-06,15:30:00,4966,2118000000,121.03,4042.12,90.0
2021-11-11,13:20:00,4966,4543000000,261.61,4193.94,90.0
2022-02-10,15:30:00,4966,7302000000,421.57,4358.52,130.0
2022-05-13,13:20:00,4966,9681000000,559.61,4567.35,
2022-08-08,15:30:00,4966,3663000000,217.57,4667.65,180.0
2022-11-11,13:20:00,4966,5978000000,358.92,4969.27,180.0
2023-02-10,15:30:00,4966,8893000000,536.01,5163.63,180.0
2023-05-12,13:20:00,4966,10545000000,636.84,5125.0,
2023-08-09,15:30:00,4966,1895000000,115.43,5091.39,180.0
2023-08-10,17:40:00,4966,1895000000,115.43,5091.39,180.0
2023-11-13,13:20:00,4966,4057000000,248.78,5315.89,180.0
2024-02-09,15:30:00,4966,7253000000,446.43,5556.96,180.0
2024-05-10,15:30:00,4966,10920000000,673.41,5749.95,
2024-08-08,15:30:00,4966,3749000000,232.51,5871.8,200.0
2024-11-11,12:30:00,4966,6722000000,416.89,6184.32,200.0
2025-02-10,12:30:00,4966,10920000000,677.14,6220.61,280.0
2025-05-12,12:30:00,4966,14078000000,872.87,6578.64,
2025-08-08,12:30:00,4966,3519000000,218.15,6372.8,230.0
2025-11-10,12:30:00,4966,6858000000,425.1,6665.45,280.0
