DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-03,15:00:00,4975,3403000000,128.66,,50.0
2021-05-10,15:00:00,4975,4708000000,178.33,1055.1,
2021-08-04,15:00:00,4975,1390000000,52.95,,54.0
2021-11-04,15:00:00,4975,3078000000,117.3,,54.0
2022-02-04,15:00:00,4975,4620000000,176.47,,57.0
2022-05-11,15:00:00,4975,6370000000,243.82,1278.91,
2022-08-03,15:00:00,4975,1607000000,61.97,,66.0
2022-11-07,15:00:00,4975,3326000000,128.26,,66.0
2023-02-03,15:00:00,4975,5154000000,198.86,,66.0
2023-05-11,15:00:00,4975,6013000000,232.62,1477.42,
2023-08-03,15:00:00,4975,944000000,36.85,,70.0
2023-11-07,15:00:00,4975,2177000000,85.04,,70.0
2024-02-07,15:00:00,4975,3746000000,146.69,,70.0
2024-05-10,15:00:00,4975,5530000000,216.95,1667.82,
2024-08-07,15:00:00,4975,1508000000,59.55,,74.0
2024-11-07,15:30:00,4975,3385000000,133.72,,74.0
2025-02-06,15:30:00,4975,5487000000,217.29,,74.0
2025-05-13,15:30:00,4975,7497000000,297.71,1918.56,
2025-08-07,15:30:00,4975,2024000000,81.25,,82.0
2025-11-07,15:30:00,4975,4360000000,175.06,,82.0
