DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-10,13:00:00,8850,10464000000,198.73,2151.72,60.0
2021-05-10,15:00:00,8850,15599000000,296.26,2290.11,
2021-05-10,15:00:00,8850,,,,
2021-05-10,15:00:00,8850,,,,
2021-08-06,14:00:00,8850,3540000000,67.33,2309.16,62.0
2021-11-08,11:00:00,8850,7153000000,139.94,2384.68,66.0
2021-11-05,14:15:00,8850,,,,33.0
2022-02-08,11:00:00,8850,11334000000,223.88,2427.93,66.0
2022-05-10,14:00:00,8850,,,,
2022-05-10,14:00:00,8850,16772000000,332.83,2538.57,
2022-08-08,14:00:00,8850,4603000000,92.69,2589.3,80.0
2022-11-07,14:00:00,8850,,,,86.0
2022-11-07,14:00:00,8850,9586000000,193.03,2704.9,86.0
2023-02-07,14:00:00,8850,14447000000,290.9,2767.1,86.0
2023-05-12,14:30:00,8850,20218000000,407.07,2869.5,
2023-05-12,14:30:00,8850,,,,
2023-08-09,13:00:00,8850,4859000000,97.85,2916.22,105.0
2023-11-09,15:00:00,8850,9517000000,191.62,3013.58,105.0
2024-02-08,15:00:00,8850,14569000000,293.32,3062.29,105.0
2024-05-10,16:00:00,8850,22095000000,444.84,3264.6,
2024-08-09,14:00:00,8850,7914000000,159.34,3360.37,110.0
2024-11-08,15:30:00,8850,12027000000,242.14,3449.58,110.0
2025-02-13,13:00:00,8850,18238000000,367.17,3484.47,110.0
2025-05-12,11:00:00,8850,24274000000,492.15,3627.61,
2025-08-08,14:00:00,8850,5126000000,106.42,3659.17,130.0
2025-11-10,15:00:00,8850,10836000000,224.96,3783.9,130.0
