DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-10,13:00:00,3880,16716000000,106.22,,15.5
2021-05-14,13:00:00,3880,22115000000,138.73,1440.33,
2021-08-06,13:00:00,3880,6723000000,40.47,,20.0
2021-11-12,13:00:00,3880,11456000000,69.02,,20.0
2022-02-10,13:00:00,3880,17015000000,102.51,,20.0
2022-05-13,13:00:00,3880,23721000000,142.91,1561.52,
2022-08-12,14:30:00,3880,1361000000,8.2,,22.0
2022-11-11,14:00:00,3880,-8301000000,-50.02,,16.0
2023-02-10,13:00:00,3880,-24041000000,-144.83,,16.0
2023-05-12,13:00:00,3880,-34705000000,-209.01,1414.73,
2023-08-10,13:00:00,3880,3308000000,19.9,,16.0
2023-11-10,13:00:00,3880,3926000000,23.62,,16.0
2024-02-09,13:00:00,3880,2016000000,12.13,,16.0
2024-05-15,13:00:00,3880,4507000000,27.1,1487.1,
2024-08-09,13:00:00,3880,-1083000000,-6.51,,16.0
2024-11-14,13:00:00,3880,-3467000000,-20.84,,16.0
2025-02-14,13:00:00,3880,-6281000000,-37.75,,14.0
2025-05-15,13:00:00,3880,-11197000000,-67.29,1422.46,
2025-08-08,13:00:00,3880,335000000,2.02,,14.0
2025-11-14,13:00:00,3880,4385000000,26.35,,14.0
