DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-12,12:30:00,2874,831000000,14.14,1333.93,23.0
2021-05-14,12:30:00,2874,1345000000,22.88,1378.2,23.0
2021-08-13,12:30:00,2874,2079000000,35.37,1386.73,23.0
2021-11-12,12:30:00,2874,3605000000,61.3,1383.6,
2022-02-14,12:30:00,2874,1240000000,21.09,1390.88,23.0
2022-05-13,12:30:00,2874,2032000000,34.52,1425.82,23.0
2022-05-12,12:30:00,2874,,,,
2022-05-13,15:00:00,2874,2032000000,34.52,1425.82,23.0
2022-08-12,12:30:00,2874,2957000000,50.24,1425.5,23.0
2022-11-14,12:30:00,2874,3317000000,56.34,1422.83,
2023-02-13,12:30:00,2874,746000000,12.7,1419.92,24.0
2023-05-15,12:30:00,2874,1190000000,20.24,1403.41,24.0
2023-08-14,12:30:00,2874,2324000000,39.54,1423.12,24.0
2023-11-14,12:30:00,2874,2831000000,48.16,1460.17,
2024-02-13,12:30:00,2874,1285000000,21.86,1465.44,24.0
2024-05-14,13:00:00,2874,1644000000,27.94,1471.99,24.0
2024-08-14,13:00:00,2874,2740000000,46.54,1567.16,24.0
2024-11-14,15:30:00,2874,3088000000,52.43,1543.09,
2025-01-06,13:00:00,2874,1665000000,28.29,1318.79,24.0
2025-01-06,13:00:00,2874,3933000000,66.79,1327.75,
2025-02-14,13:00:00,2874,134000000,2.28,1333.67,24.0
2025-05-15,13:00:00,2874,1670000000,27.6,1361.2,24.0
2025-05-16,10:30:00,2874,1670000000,28.34,1361.06,24.0
2025-08-13,13:00:00,2874,2289000000,38.82,1349.68,24.0
2025-11-13,13:00:00,2874,1978000000,33.56,1368.24,
2025-12-11,16:00:00,2874,1978000000,33.56,1368.24,
2025-12-19,13:30:00,2874,3933000000,66.79,1327.75,
2025-12-19,13:30:00,2874,1978000000,33.56,1368.24,
