DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-04,14:00:00,6744,3575000000,59.29,,33.0
2021-05-12,14:00:00,6744,7620000000,126.38,1700.87,
2021-08-05,14:00:00,6744,1071000000,17.77,,36.0
2021-11-09,14:00:00,6744,3373000000,55.94,,36.0
2022-02-09,14:00:00,6744,4845000000,80.35,,36.0
2022-05-11,14:00:00,6744,9351000000,155.07,1827.92,
2022-08-08,14:00:00,6744,-318000000,-5.28,,40.0
2022-11-09,14:00:00,6744,406000000,6.74,,40.0
2022-10-28,15:00:00,6744,,,,
2023-02-08,14:00:00,6744,2198000000,36.44,,40.0
2023-05-10,14:00:00,6744,7022000000,116.42,1905.14,
2023-08-08,14:00:00,6744,-2000000,-0.04,,46.0
2023-10-26,15:00:00,6744,,,,
2023-11-08,14:00:00,6744,1193000000,19.78,,46.0
2024-02-07,14:00:00,6744,2650000000,43.92,,46.0
2024-05-09,15:00:00,6744,8574000000,142.1,2049.07,
2024-08-08,15:00:00,6744,371000000,6.24,,60.0
2024-11-07,15:30:00,6744,2539000000,42.84,,60.0
2024-10-24,15:00:00,6744,,,,
2025-02-10,15:30:00,6744,5472000000,92.52,,60.0
2025-05-09,15:30:00,6744,11098000000,187.86,2189.06,
2025-08-07,15:30:00,6744,-101000000,-1.73,,100.0
2025-11-10,15:30:00,6744,2102000000,35.72,,100.0
