DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-03,15:00:00,7821,858000000,27.27,,20.0
2021-04-01,15:00:00,7821,,,,22.0
2021-04-28,15:00:00,7821,2118000000,67.28,,22.0
2021-04-21,15:00:00,7821,,,,
2021-07-30,15:00:00,7821,3137000000,99.62,,22.0
2021-10-14,15:00:00,7821,,,,
2021-10-29,15:00:00,7821,4594000000,145.85,1199.05,
2021-10-29,15:00:00,7821,,,,24.0
2021-11-30,15:00:00,7821,,,,
2021-12-16,15:00:00,7821,,,,
2022-02-02,15:00:00,7821,1209000000,38.36,,26.0
2022-04-28,15:00:00,7821,2442000000,77.48,,26.0
2022-08-10,15:00:00,7821,3482000000,110.46,1320.44,
2022-11-10,15:00:00,7821,1516000000,48.09,,28.0
2023-02-14,15:00:00,7821,2701000000,85.64,,28.0
2023-05-12,15:00:00,7821,3545000000,113.45,,28.0
2023-08-10,15:00:00,7821,5258000000,169.47,1430.55,
2023-11-14,15:00:00,7821,1860000000,61.28,,30.0
2024-02-14,15:00:00,7821,3760000000,123.86,,40.0
2024-02-14,15:00:00,7821,,,,40.0
2024-05-15,15:00:00,7821,5591000000,183.46,,40.0
2024-08-09,15:00:00,7821,7979000000,127.29,918.48,
2024-11-14,15:30:00,7821,2294000000,33.75,,22.0
2025-02-14,15:30:00,7821,4939000000,72.62,,24.0
2025-02-14,15:30:00,7821,,,,24.0
2025-05-15,15:35:00,7821,7004000000,102.99,,24.0
2025-08-08,15:30:00,7821,9489000000,139.93,1019.63,
2025-11-14,15:30:00,7821,2577000000,38.43,,28.0
