DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-12,15:00:00,6728,4542000000,92.22,,70.0
2021-05-14,15:02:00,6728,8272000000,167.96,,80.0
2021-08-10,15:00:00,6728,14830000000,301.12,3388.87,
2021-11-12,15:02:00,6728,2233000000,45.35,,110.0
2022-02-14,15:00:00,6728,8135000000,165.19,,110.0
2022-05-12,15:00:00,6728,13776000000,279.72,,110.0
2022-08-09,15:00:00,6728,20211000000,410.37,3837.17,
2022-11-11,15:00:00,6728,4053000000,82.29,,141.0
2023-02-13,15:00:00,6728,9334000000,189.53,,123.0
2023-05-12,15:02:00,6728,11756000000,238.7,,123.0
2023-08-08,15:00:00,6728,14169000000,287.7,4024.72,
2023-11-07,15:00:00,6728,1135000000,23.04,,114.0
2024-02-13,15:00:00,6728,6860000000,139.25,,114.0
2024-05-14,15:00:00,6728,13291000000,269.77,,114.0
2024-08-13,15:00:00,6728,20233000000,410.67,4473.5,
2024-11-11,15:30:00,6728,3731000000,75.72,,164.0
2025-02-12,15:30:00,6728,10413000000,211.33,,164.0
2025-05-13,15:30:00,6728,13108000000,266.05,,164.0
2025-08-13,15:30:00,6728,16687000000,338.74,4537.99,
2025-11-11,15:30:00,6728,1662000000,33.76,,164.0
