DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-10,15:30:00,4612,44648000000,139.17,1771.49,
2021-05-14,15:30:00,4612,17685000000,8.25,,10.0
2021-08-10,15:30:00,4612,,,,
2021-08-10,15:30:00,4612,33731000000,15.02,,10.0
2021-10-12,15:30:00,4612,,,,
2021-11-12,15:30:00,4612,50308000000,22.06,,10.0
2022-02-14,15:30:00,4612,67569000000,29.41,408.61,
2022-05-13,15:30:00,4612,18072000000,7.7,,11.0
2022-08-10,15:30:00,4612,28557000000,12.16,,11.0
2022-08-10,15:30:00,4612,,,,
2022-11-14,15:30:00,4612,55185000000,23.5,,11.0
2023-02-14,15:30:00,4612,79418000000,33.82,489.19,
2023-05-15,15:30:00,4612,25340000000,10.79,,13.0
2023-08-10,15:30:00,4612,60898000000,25.93,,13.0
2023-08-10,15:30:00,4612,,,,
2023-11-14,15:30:00,4612,93444000000,39.79,,14.0
2024-02-14,15:30:00,4612,118476000000,50.45,578.35,
2024-05-15,15:30:00,4612,30280000000,12.89,,15.0
2024-08-08,15:30:00,4612,66339000000,28.25,,15.0
2024-11-14,15:30:00,4612,98203000000,41.81,,15.0
2025-02-14,15:30:00,4612,127337000000,54.22,677.38,
2025-04-03,15:30:00,4612,,,,
2025-05-14,15:30:00,4612,36998000000,15.75,,16.0
2025-08-08,15:30:00,4612,87454000000,37.23,,16.0
2025-11-14,15:30:00,4612,134336000000,57.19,,16.0
