DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-02,15:30:00,9960,2804000000,205.45,2661.29,80.0
2021-04-15,15:30:00,9960,,,,84.0
2021-05-14,15:30:00,9960,4795000000,351.29,2826.87,
2021-08-03,15:30:00,9960,110000000,8.11,2735.57,84.0
2021-11-02,15:30:00,9960,1628000000,119.24,2921.78,84.0
2022-02-01,15:30:00,9960,2539000000,185.91,2972.72,84.0
2022-04-19,17:30:00,9960,,,,
2022-04-19,17:30:00,9960,,,,134.0
2022-05-13,15:30:00,9960,4724000000,345.82,3049.57,
2022-07-29,15:30:00,9960,143000000,10.51,2931.95,147.0
2022-11-02,15:30:00,9960,1917000000,140.17,3102.11,147.0
2023-01-31,15:30:00,9960,3161000000,231.08,3133.69,147.0
2023-06-30,12:00:00,9960,5230000000,382.29,3323.65,
2023-05-10,16:00:00,9960,,,,
2023-07-31,15:30:00,9960,256000000,18.72,3356.55,182.0
2023-11-01,15:30:00,9960,2662000000,194.34,3496.58,182.0
2024-01-31,15:30:00,9960,4917000000,358.84,3649.57,196.0
2024-01-31,15:30:00,9960,,,,196.0
2024-05-15,15:30:00,9960,7004000000,170.36,1299.26,
2024-08-09,15:30:00,9960,2002000000,48.69,,73.0
2024-11-11,16:00:00,9960,4531000000,110.14,1369.72,88.0
2024-11-11,16:00:00,9960,,,,88.0
2025-02-10,16:00:00,9960,7674000000,186.52,1435.29,93.0
2025-02-10,16:00:00,9960,,,,93.0
2025-03-03,16:00:00,9960,,,,100.0
2025-05-15,16:00:00,9960,11194000000,272.06,1487.75,
2025-08-08,16:00:00,9960,2195000000,53.33,,104.0
2025-11-11,16:00:00,9960,5218000000,126.75,1591.46,117.0
