DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-02,15:00:00,4091,37318000000,86.24,,28.0
2021-05-10,15:00:00,4091,55214000000,127.59,1185.82,
2021-07-30,15:00:00,4091,16062000000,37.12,,32.0
2021-11-01,15:00:00,4091,34291000000,79.24,,32.0
2022-02-02,15:00:00,4091,50136000000,115.85,,32.0
2022-05-11,15:00:00,4091,64103000000,148.13,1452.84,
2022-07-29,15:00:00,4091,17285000000,39.95,,36.0
2022-11-01,15:00:00,4091,35149000000,81.22,,36.0
2023-02-02,15:00:00,4091,52400000000,121.07,,36.0
2023-05-11,15:00:00,4091,73080000000,168.85,1673.32,
2023-07-28,15:00:00,4091,24558000000,56.74,,40.0
2023-10-31,15:00:00,4091,48547000000,112.16,,40.0
2024-02-02,15:00:00,4091,73394000000,169.56,,40.0
2024-05-13,15:00:00,4091,105901000000,244.66,2112.66,
2024-07-30,15:00:00,4091,29085000000,67.19,,48.0
2024-08-07,15:00:00,4091,29085000000,67.19,,48.0
2024-10-31,15:00:00,4091,49194000000,113.65,,48.0
2025-02-05,15:00:00,4091,77479000000,178.99,,48.0
2025-02-12,15:00:00,4091,77479000000,178.99,,48.0
2025-03-25,15:30:00,4091,,,,
2025-05-12,15:00:00,4091,98779000000,228.2,2265.08,
2025-07-31,15:00:00,4091,28395000000,65.6,,54.0
2025-08-07,15:00:00,4091,28395000000,65.6,,54.0
2025-10-30,15:00:00,4091,57426000000,132.67,,58.0
2025-10-30,15:00:00,4091,,,,58.0
