DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-01-29,16:00:00,9022,-111492000000,-567.42,,130.0
2021-02-22,15:00:00,9022,,,,
2021-04-27,16:00:00,9022,-201554000000,-1025.46,18510.87,
2021-07-30,16:00:00,9022,-28442000000,-144.53,,130.0
2021-10-27,16:00:00,9022,-44455000000,-225.89,,130.0
2022-01-31,16:00:00,9022,-12326000000,-62.63,,130.0
2022-04-26,16:00:00,9022,-51928000000,-263.87,18110.23,
2022-07-27,16:00:00,9022,47001000000,238.83,,130.0
2022-10-31,16:00:00,9022,96949000000,492.63,,130.0
2023-01-30,16:00:00,9022,180660000000,917.99,,130.0
2023-04-26,16:00:00,9022,219417000000,1114.93,19101.99,
2023-07-28,15:00:00,9022,90549000000,460.11,,140.0
2023-08-22,17:00:00,9022,,,,
2023-10-30,15:00:00,9022,195079000000,198.25,,
2024-01-30,15:00:00,9022,318770000000,323.96,,
2024-04-30,15:00:00,9022,384411000000,390.66,4237.48,
2024-07-30,15:30:00,9022,119786000000,121.73,,30.0
2024-10-29,15:30:00,9022,233647000000,237.45,,30.0
2025-02-03,15:30:00,9022,376861000000,382.99,,30.0
2025-04-30,15:30:00,9022,458423000000,465.88,4675.36,
2025-07-29,15:30:00,9022,145211000000,147.88,,32.0
2025-10-29,15:30:00,9022,298116000000,305.12,,32.0
