DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-04,16:00:00,2317,3897000000,40.25,253.21,20.0
2021-05-11,16:00:00,2317,4974000000,51.36,264.68,
2021-07-29,16:00:00,2317,1144000000,11.81,266.55,20.0
2021-10-28,16:00:00,2317,2518000000,26.01,280.64,
2022-02-03,16:00:00,2317,4164000000,10.75,72.02,
2022-05-11,16:00:00,2317,5992000000,15.47,76.83,
2022-07-28,16:00:00,2317,1285000000,3.32,76.81,8.0
2022-10-27,16:00:00,2317,3084000000,7.96,81.6,8.0
2023-02-02,16:00:00,2317,4908000000,12.67,81.88,8.0
2023-05-11,16:00:00,2317,7317000000,18.89,88.19,
2023-07-27,16:00:00,2317,1220000000,3.15,87.71,10.0
2023-10-26,16:00:00,2317,2976000000,7.68,92.3,10.0
2024-02-06,16:00:00,2317,4844000000,12.5,91.98,10.0
2024-05-13,16:00:00,2317,7232000000,18.67,98.34,
2024-07-31,16:00:00,2317,1816000000,4.73,92.62,12.0
2024-10-31,16:00:00,2317,3726000000,9.95,84.41,12.0
2025-02-06,16:00:00,2317,5917000000,16.04,84.1,12.0
2025-05-13,16:00:00,2317,8480000000,23.17,90.82,
2025-07-31,16:00:00,2317,2589000000,7.24,92.01,12.0
2025-10-30,16:00:00,2317,5502000000,15.39,100.03,13.0
