DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-08,11:30:00,3401,26822000000,139.73,,50.0
2021-04-28,16:30:00,3401,,,,
2021-05-11,11:30:00,3401,-6662000000,-34.7,2115.61,
2021-08-06,11:30:00,3401,9800000000,51.05,,55.0
2021-11-08,11:30:00,3401,21570000000,112.34,,55.0
2022-02-07,11:30:00,3401,25838000000,134.55,,55.0
2022-05-12,11:30:00,3401,23158000000,120.58,2288.05,
2022-06-13,17:30:00,3401,23158000000,120.58,2288.05,
2022-08-08,11:30:00,3401,7270000000,37.84,,55.0
2022-11-07,11:30:00,3401,7575000000,39.41,,40.0
2023-02-08,11:00:00,3401,-7053000000,-36.69,,40.0
2023-05-11,11:30:00,3401,-17695000000,-92.04,2209.82,
2023-08-07,11:30:00,3401,1857000000,9.65,,30.0
2023-11-06,15:00:00,3401,-541000000,-2.81,,30.0
2024-02-08,15:00:00,3401,3452000000,17.94,,30.0
2024-05-13,11:30:00,3401,10599000000,55.07,2358.37,
2024-06-18,16:30:00,3401,,,,
2024-08-06,15:00:00,3401,4451000000,23.12,,30.0
2024-11-07,15:30:00,3401,-53361000000,-277.06,,50.0
2025-02-06,11:30:00,3401,50980000000,264.66,,50.0
2025-05-12,11:30:00,3401,28347000000,147.15,2238.4,
2025-08-05,11:30:00,3401,-740000000,-3.84,,50.0
2025-11-05,12:00:00,3401,-54835000000,-284.41,,50.0
