DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-05,15:00:00,6670,8705000000,88.74,,
2021-05-14,14:50:00,6670,10005000000,101.98,525.11,
2021-05-14,14:50:00,6670,,,,31.0
2021-08-05,15:00:00,6670,3440000000,35.06,,30.52
2021-11-05,15:00:00,6670,5209000000,53.1,,30.52
2022-02-04,15:00:00,6670,7421000000,75.65,,30.52
2022-03-24,17:00:00,6670,,,,32.0
2022-04-26,15:00:00,6670,,,,
2022-05-13,15:10:00,6670,9283000000,94.63,595.12,
2022-08-05,15:00:00,6670,2729000000,27.82,,33.0
2022-10-27,17:00:00,6670,,,,
2022-11-04,15:00:00,6670,5190000000,52.88,,33.0
2023-02-03,15:00:00,6670,7285000000,74.2,,33.0
2023-05-12,15:10:00,6670,9603000000,97.79,684.13,
2023-08-04,15:00:00,6670,3379000000,34.4,,34.0
2023-11-02,15:00:00,6670,6227000000,63.38,,34.0
2023-10-26,17:00:00,6670,,,,
2024-02-05,15:00:00,6670,9632000000,98.04,,57.0
2024-05-14,15:10:00,6670,12199000000,124.16,805.84,
2024-08-05,15:00:00,6670,4303000000,43.8,,40.0
2024-11-05,15:30:00,6670,7263000000,73.92,,40.0
2025-02-05,15:30:00,6670,10606000000,107.94,,40.0
2025-05-14,15:40:00,6670,14052000000,143.07,914.45,
2025-05-09,12:00:00,6670,,,,43.0
2025-08-05,15:30:00,6670,4202000000,43.24,,44.0
2025-10-30,15:30:00,6670,,,,
2025-11-05,15:30:00,6670,7448000000,77.06,,44.0
