Code,CurFYEn,DiscDate,NxtFYEn,Sales,OP,OdP,NP,EPS,DEPS,TA,Eq,EqAR,BPS,CFO,CFI,CFF,CashEq,DivAnn,FDivAnn,FPayoutRatioAnn,FSales,FOP,FOdP,FNP,FEPS,NxFSales,NxFOP,NxFOdP,NxFNp,NxFEPS
281A,2026-12-31,2026-05-14,,203000000,-74000000,2000000,2000000,0.49,0.47,1918000000,879000000,0.458,,,,,,,0.0,,845000000,-395000000,-350000000,-351000000,-60.45,,,,,
281A,2026-12-31,2026-07-07,,203000000,-74000000,2000000,2000000,0.49,0.47,1918000000,879000000,0.458,,,,,,,0.0,,845000000,-395000000,-350000000,-351000000,-60.45,,,,,
281A,2026-12-31,2026-08-13,,342000000,-169000000,-120000000,-121000000,-21.53,,1778000000,834000000,0.469,,-176302000,-83027000,314881000,474042000,,0.0,,845000000,-395000000,-350000000,-351000000,-60.45,,,,,
