DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-05,15:00:00,7269,113249000000,233.33,,
2021-05-13,15:00:00,7269,146421000000,301.65,3475.34,
2021-08-05,15:00:00,7269,84752000000,174.54,,
2021-11-11,15:00:00,7269,100526000000,207.02,,
2022-02-04,15:00:00,7269,135786000000,279.63,,
2022-05-11,15:00:00,7269,160345000000,330.2,3867.67,
2022-08-05,15:00:00,7269,58283000000,120.02,,91.0
2022-11-08,15:00:00,7269,115107000000,237.03,,
2023-02-07,15:00:00,7269,183399000000,377.64,,
2023-05-15,15:00:00,7269,221107000000,455.21,4275.47,
2023-08-04,15:00:00,7269,67058000000,138.04,,100.0
2023-11-07,15:00:00,7269,129348000000,266.84,,
2024-02-07,15:00:00,7269,198108000000,409.31,,110.0
2024-05-13,15:00:00,7269,267717000000,138.4,1291.25,
2024-08-06,15:00:00,7269,114233000000,59.21,,36.0
2024-11-08,15:00:00,7269,217451000000,112.72,,40.0
2025-02-06,15:00:00,7269,311703000000,161.57,,40.0
2025-04-07,16:00:00,7269,311703000000,161.57,,40.0
2025-05-12,15:00:00,7269,416050000000,215.66,1539.78,
2025-08-05,15:00:00,7269,102025000000,52.88,,45.0
2025-11-06,14:00:00,7269,192788000000,99.93,,45.0
