DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-08,15:30:00,7189,17372000000,116.16,,30.0
2021-05-12,16:00:00,7189,18088000000,121.03,3663.71,
2021-08-02,15:30:00,7189,9678000000,65.33,,30.0
2021-11-01,16:00:00,7189,,,,
2021-11-09,16:00:00,7189,15655000000,105.67,,35.0
2022-02-07,15:30:00,7189,20040000000,135.34,,35.0
2022-05-12,16:00:00,7189,24236000000,164.31,3618.44,
2022-08-08,15:30:00,7189,8283000000,57.4,,35.0
2022-11-10,16:00:00,7189,13500000000,93.56,,45.0
2023-02-06,15:30:00,7189,25823000000,179.2,,45.0
2023-05-12,16:30:00,7189,26064000000,181.57,3744.47,
2023-08-07,15:30:00,7189,8565000000,60.53,,50.0
2023-11-07,16:30:00,7189,15407000000,108.89,,55.0
2024-02-09,15:30:00,7189,19856000000,140.48,,55.0
2024-05-08,16:30:00,7189,23576000000,167.11,4096.05,
2024-08-05,15:30:00,7189,10372000000,73.94,,60.0
2024-11-06,16:30:00,7189,16420000000,117.05,,65.0
2025-02-10,15:30:00,7189,23834000000,170.03,,75.0
2025-05-09,16:30:00,7189,30982000000,221.37,3931.3,
2025-08-04,15:30:00,7189,8494000000,60.98,,90.0
2025-11-10,16:30:00,7189,21239000000,152.49,,110.0
