DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-12,15:00:00,4553,,,,
2021-02-12,15:00:00,4553,9447000000,191.96,,44.0
2021-05-14,15:00:00,4553,13958000000,283.62,2369.21,
2021-08-12,15:00:00,4553,5311000000,107.92,,51.0
2021-10-26,15:00:00,4553,,,,
2021-11-12,15:00:00,4553,9242000000,187.79,,51.0
2022-02-14,15:00:00,4553,15000000000,304.8,,60.0
2022-02-14,15:00:00,4553,,,,60.0
2022-05-13,15:00:00,4553,15914000000,323.36,2685.18,
2022-08-10,15:00:00,4553,1395000000,28.34,,60.0
2022-11-07,15:00:00,4553,,,,
2022-11-14,15:00:00,4553,2692000000,54.7,,60.0
2023-02-07,15:00:00,4553,,,,
2023-02-13,15:00:00,4553,1984000000,40.32,,60.0
2023-05-10,15:00:00,4553,,,,
2023-05-15,15:00:00,4553,2201000000,44.72,2781.17,
2023-08-10,15:00:00,4553,4750000000,96.51,,60.0
2023-11-06,15:00:00,4553,,,,
2023-11-13,15:00:00,4553,6953000000,141.26,,60.0
2024-02-13,15:00:00,4553,11518000000,234.03,,60.0
2024-05-14,15:00:00,4553,16173000000,328.59,3167.27,
2024-08-08,15:00:00,4553,5495000000,111.64,,60.0
2024-11-05,15:30:00,4553,,,,
2024-11-12,15:30:00,4553,6555000000,133.17,,60.0
2025-02-13,15:30:00,4553,14624000000,297.1,,70.0
2025-05-07,15:30:00,4553,,,,
2025-05-15,15:30:00,4553,18986000000,385.71,3486.4,
2025-08-07,15:30:00,4553,2513000000,51.06,,80.0
2025-11-10,15:30:00,4553,8214000000,166.86,,80.0
