DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-12,15:00:00,6871,3111000000,81.54,671.73,
2021-05-13,15:00:00,6871,1021000000,26.76,,
2021-07-30,15:00:00,6871,,,,
2021-08-11,15:00:00,6871,2793000000,73.15,,46.0
2021-11-10,15:00:00,6871,4598000000,120.25,,58.0
2022-02-10,15:00:00,6871,8237000000,215.14,856.72,
2022-05-11,15:00:00,6871,1258000000,32.71,,
2022-08-09,15:00:00,6871,2873000000,74.69,,55.0
2022-11-11,15:00:00,6871,4447000000,115.58,,55.0
2023-02-14,15:00:00,6871,7530000000,195.69,1000.48,
2023-05-12,15:00:00,6871,1107000000,28.71,,
2023-08-10,15:00:00,6871,1143000000,29.64,,18.0
2023-11-13,15:00:00,6871,1736000000,45.02,,29.0
2024-02-14,15:00:00,6871,4127000000,106.99,1067.88,
2024-05-13,15:00:00,6871,1271000000,32.95,,
2024-08-09,15:00:00,6871,3685000000,95.53,,65.0
2024-11-11,15:30:00,6871,5746000000,148.92,,65.0
2025-02-14,15:30:00,6871,8811000000,228.36,1286.49,
2025-05-13,15:30:00,6871,1673000000,43.34,,
2025-08-12,15:30:00,6871,4774000000,123.44,,72.0
2025-11-11,15:30:00,6871,7084000000,183.02,,72.0
