DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-02,14:00:00,6366,6467000000,18.89,,
2021-05-07,12:00:00,6366,7993000000,22.76,-143.94,
2021-08-02,14:00:00,6366,-17211000000,-68.49,,
2021-07-30,08:30:00,6366,,,,
2021-11-05,12:00:00,6366,-15327000000,-63.24,,
2022-02-02,14:00:00,6366,-13658000000,-58.82,,
2022-05-10,12:00:00,6366,-12629000000,-56.88,-218.11,
2022-08-01,14:00:00,6366,2190000000,6.43,,
2022-11-08,12:00:00,6366,5323000000,16.5,,
2023-02-02,14:00:00,6366,12532000000,42.31,,
2023-01-31,12:00:00,6366,,,,
2023-05-09,12:00:00,6366,15187000000,50.54,-201.02,
2023-08-02,14:00:00,6366,4884000000,16.84,,
2023-11-02,12:00:00,6366,8634000000,29.28,,
2024-02-05,14:00:00,6366,15692000000,54.5,,
2024-02-05,14:00:00,6366,,,,
2024-06-26,14:00:00,6366,-15831000000,-69.22,-275.91,
2024-06-25,16:00:00,6366,,,,
2024-07-29,12:30:00,6366,4016000000,13.48,,
2024-08-09,15:15:00,6366,4016000000,13.48,,
2024-11-05,14:30:00,6366,14161000000,50.6,,
2025-02-05,12:00:00,6366,20906000000,74.61,,
2025-02-05,12:00:00,6366,,,,
2025-02-13,12:30:00,6366,20906000000,74.61,,
2025-05-08,12:00:00,6366,26987000000,96.05,-211.23,
2025-08-04,12:00:00,6366,6372000000,22.57,,
2025-08-07,16:30:00,6366,6372000000,22.57,,
2025-11-05,11:30:00,6366,17580000000,63.79,,
2025-11-05,11:30:00,6366,,,,
