DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-01-28,15:00:00,8283,15402000000,242.38,3648.8,72.0
2021-05-12,15:00:00,8283,19317000000,303.98,3704.78,
2021-07-29,15:00:00,8283,5439000000,85.6,3737.06,78.0
2021-10-28,15:00:00,8283,10482000000,164.96,3822.15,78.0
2022-01-31,15:00:00,8283,15735000000,248.09,3823.35,78.0
2022-05-11,15:00:00,8283,19639000000,310.34,3878.33,
2022-07-28,15:00:00,8283,5060000000,80.53,3920.99,82.0
2022-10-28,15:00:00,8283,9293000000,147.87,4006.89,82.0
2023-01-31,15:00:00,8283,14756000000,234.8,4060.27,82.0
2023-05-11,15:00:00,8283,19251000000,306.33,4132.28,
2023-07-31,15:00:00,8283,5525000000,87.92,4199.48,90.0
2023-10-30,15:00:00,8283,10892000000,173.32,4292.71,90.0
2024-01-31,15:00:00,8283,17144000000,272.8,4323.78,90.0
2024-05-13,15:00:00,8283,20638000000,328.4,4422.87,
2024-04-25,16:00:00,8283,,,,94.0
2024-07-29,15:00:00,8283,6076000000,96.68,4462.73,105.0
2024-08-01,15:00:00,8283,6076000000,96.68,4462.73,105.0
2024-10-28,15:00:00,8283,11896000000,189.5,,105.0
2025-02-03,15:30:00,8283,18282000000,292.09,4597.11,105.0
2025-02-10,15:30:00,8283,18282000000,292.09,4597.11,105.0
2025-05-12,15:30:00,8283,22864000000,366.46,4664.19,
2025-08-04,15:30:00,8283,6240000000,101.18,4732.45,120.0
2025-11-04,15:30:00,8283,11137000000,180.69,,120.0
