DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2025-02-14,15:30:00,285A,252048000000,485.94,,0.0
2025-02-14,15:30:00,285A,,,,
2025-05-15,15:30:00,285A,272315000000,519.96,1367.49,
2025-08-08,15:30:00,285A,18284000000,33.9,,0.0
2025-08-19,11:30:00,285A,18284000000,33.9,,0.0
2025-11-13,15:30:00,285A,58946000000,109.26,,0.0
