DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-08,14:00:00,8086,10377000000,63.63,,27.0
2021-05-11,14:00:00,8086,14209000000,87.12,987.3,
2021-08-10,14:00:00,8086,3300000000,20.24,,29.0
2021-11-09,14:00:00,8086,7303000000,44.78,,29.0
2022-02-08,14:00:00,8086,11038000000,67.68,,29.0
2022-05-11,14:00:00,8086,13455000000,82.5,1135.76,
2022-08-09,14:00:00,8086,5275000000,32.35,,31.0
2022-11-09,14:00:00,8086,6252000000,38.34,,31.0
2023-02-08,14:00:00,8086,6962000000,42.69,,22.0
2023-05-11,14:00:00,8086,4574000000,28.05,1265.0,
2023-08-09,14:00:00,8086,4099000000,25.14,,25.0
2023-11-09,14:00:00,8086,9931000000,60.89,,25.0
2024-02-08,14:00:00,8086,12629000000,77.44,,25.0
2024-05-10,14:00:00,8086,11109000000,68.12,1426.56,
2024-08-08,14:00:00,8086,2626000000,16.11,,32.0
2024-11-08,14:00:00,8086,129000000,0.79,,32.0
2025-02-07,14:00:00,8086,6594000000,40.43,,32.0
2025-05-12,14:00:00,8086,5113000000,31.36,1547.82,
2025-08-08,15:30:00,8086,3271000000,20.06,,28.0
2025-11-10,15:30:00,8086,5905000000,36.21,,28.0
